method,recipe_name,edge_violated,violation_effect_v,normalized_effect_v,exceeds_noise_v,correct_direction_v,violation_effect_u,normalized_effect_u,exceeds_noise_u,correct_direction_u
ares,tomatomozzarellasalad,1->2,0.1333332657814026,0.6666665673255565,False,True,0.7999999970197678,4.000000223517431,True,True
ares,tomatomozzarellasalad,6->3,0.0,,False,False,-0.10000000149011612,0.10000000149011612,False,False
ares,tomatomozzarellasalad,7->4,0.19999998807907104,0.8571429666207966,False,True,-0.06666672229766846,0.2857144316847971,False,False
ares,tomatomozzarellasalad,2->9,0.7666666656732559,0.7666666656732559,False,True,0.2666666507720947,1.333333730697774,True,True
ares,tomatomozzarellasalad,3->10,0.0,,False,False,0.0,,False,False
ares,zoodles,7->1,0.25,0.5,False,True,0.0,0.0,False,False
ares,zoodles,11->3,0.46875,0.8823529411764706,False,True,0.1875,0.5,False,True
ares,zoodles,6->4,0.0,0.0,False,False,0.21875,0.3181818181818182,False,True
ares,zoodles,9->5,-0.1875,0.5,False,False,0.0,0.0,False,False
ares,zoodles,1->6,0.21875,0.3181818181818182,False,True,0.25,0.5,False,True
ares,zoodles,13->8,0.6875,1.375,True,True,0.1875,0.3333333333333333,False,True
ares,zoodles,8->11,-0.09375,0.25,False,False,-0.3125,0.625,False,False
ares,zoodles,5->13,-0.25,0.4444444444444444,False,False,0.65625,1.75,True,True
ares,zoodles,4->14,0.0,,False,False,0.0,0.0,False,False
entail_prev,blenderbananapancakes,14->2,0.0,,False,False,0.0,,False,False
entail_prev,blenderbananapancakes,7->3,1.0,1.0,False,True,0.0,0.0,False,False
entail_prev,blenderbananapancakes,2->4,0.0,,False,False,-1.0,,True,False
entail_prev,blenderbananapancakes,11->6,1.0,,True,True,0.0,,False,False
entail_prev,blenderbananapancakes,1->7,1.0,1.0,False,True,0.0,,False,False
entail_prev,blenderbananapancakes,6->8,0.0,,False,False,0.0,,False,False
entail_prev,blenderbananapancakes,8->10,1.0,,True,True,0.0,,False,False
entail_prev,blenderbananapancakes,3->11,1.0,,True,True,1.0,1.0,False,True
entail_prev,blenderbananapancakes,10->14,1.0,,True,True,0.0,,False,False
entail_prev,blenderbananapancakes,4->15,1.0,1.0,False,True,0.0,,False,False
entail_prev,breakfastburritos,6->1,0.0,,False,False,1.0,1.0,False,True
entail_prev,breakfastburritos,1->2,0.0,,False,False,1.0,,True,True
entail_prev,breakfastburritos,8->4,0.0,0.0,False,False,-1.0,,True,False
entail_prev,breakfastburritos,11->5,1.0,,True,True,0.0,,False,False
entail_prev,breakfastburritos,4->7,1.0,,True,True,0.0,0.0,False,False
entail_prev,breakfastburritos,5->8,-1.0,,True,False,0.0,,False,False
entail_prev,breakfastburritos,2->9,0.0,0.0,False,False,1.0,,True,True
entail_prev,breakfastburritos,7->12,1.0,,True,True,1.0,,True,True
entail_prev,broccolistirfry,11->2,0.0,,False,False,1.0,,True,True
entail_prev,broccolistirfry,9->4,0.0,,False,False,0.0,0.0,False,False
entail_prev,broccolistirfry,13->6,1.0,1.0,False,True,0.0,,False,False
entail_prev,broccolistirfry,23->7,0.0,,False,False,0.0,,False,False
entail_prev,broccolistirfry,6->11,0.0,,False,False,1.0,1.0,False,True
entail_prev,broccolistirfry,4->12,1.0,,True,True,0.0,,False,False
entail_prev,broccolistirfry,8->13,0.0,,False,False,0.0,,False,False
entail_prev,broccolistirfry,22->14,1.0,,True,True,1.0,1.0,False,True
entail_prev,broccolistirfry,7->15,1.0,,True,True,0.0,,False,False
entail_prev,broccolistirfry,17->16,1.0,,True,True,-1.0,1.0,False,False
entail_prev,broccolistirfry,2->17,-1.0,1.0,False,False,0.0,,False,False
entail_prev,broccolistirfry,25->23,0.0,,False,False,0.0,,False,False
entail_prev,broccolistirfry,12->25,0.0,,False,False,1.0,,True,True
entail_prev,broccolistirfry,15->26,1.0,,True,True,0.0,,False,False
entail_prev,buttercorncup,9->1,0.0,,False,False,0.0,,False,False
entail_prev,buttercorncup,8->3,0.0,0.0,False,False,1.0,,True,True
entail_prev,buttercorncup,12->6,0.0,,False,False,1.0,,True,True
entail_prev,buttercorncup,11->7,1.0,,True,True,0.0,0.0,False,False
entail_prev,buttercorncup,10->9,0.0,,False,False,0.0,,False,False
entail_prev,buttercorncup,13->10,0.0,,False,False,0.0,,False,False
entail_prev,buttercorncup,2->12,0.0,,False,False,0.0,,False,False
entail_prev,buttercorncup,6->8,1.0,,True,True,0.0,,False,False
entail_prev,buttercorncup,7->14,0.0,,False,False,1.0,,True,True
entail_prev,capresebruschetta,7->4,1.0,1.0,False,True,0.0,,False,False
entail_prev,capresebruschetta,2->7,1.0,,True,True,1.0,1.0,False,True
entail_prev,capresebruschetta,3->8,0.0,,False,False,1.0,1.0,False,True
entail_prev,capresebruschetta,8->11,1.0,1.0,False,True,0.0,,False,False
entail_prev,capresebruschetta,4->12,0.0,,False,False,0.0,0.0,False,False
entail_prev,cheesepimiento,10->4,0.0,,False,False,0.0,,False,False
